66.53,416
66.54,414
66.55,434
66.56,433
66.57,455
66.58,453
66.59,472
66.60,466
66.61,480
66.62,468
66.63,480
66.64,466
66.65,476
66.66,458
66.67,465
66.68,445
66.69,449
66.70,433
66.71,447
66.72,435
66.73,449
66.74,444
66.75,459
66.76,450
66.77,467
66.78,456
66.79,473
66.80,462
66.81,477
66.82,470
66.83,484
66.84,473
66.85,482
66.86,479
66.87,505
66.88,511
66.89,542
66.90,541
66.91,545
66.92,507
66.93,502
66.94,483
66.95,487
66.96,473
66.97,483
66.98,471
66.99,474
67.00,446
67.01,502
67.02,623
67.03,563
67.04,470
67.05,492
67.06,498
67.07,504
67.08,494
67.09,507
67.10,498
67.11,511
67.12,505
67.13,519
67.14,513
67.15,531
67.16,527
67.17,545
67.18,540
67.19,550
67.20,541
67.21,548
67.22,535
67.23,541
67.24,530
67.25,534
67.26,519
67.27,524
67.28,508
67.29,514
67.30,503
67.31,513
67.32,505
67.33,514
67.34,505
67.35,516
67.36,513
67.37,527
67.38,520
67.39,531
67.40,527
67.41,538
67.42,526
67.43,532
67.44,518
67.45,531
67.46,529
67.47,552
67.48,562
67.49,588
67.50,566
67.51,555
67.52,555
67.53,567
67.54,563
67.55,567
67.56,545
67.57,538
67.58,514
67.59,525
67.60,642
67.61,676
67.63,548
67.64,528
67.64,548
67.65,555
67.67,549
67.68,553
67.68,550
67.69,555
67.71,551
67.71,556
67.72,552
67.74,558
67.75,555
67.75,567
67.76,563
67.78,572
67.79,567
67.79,568
67.81,561
67.82,562
67.82,555
67.83,554
67.85,542
67.86,538
67.86,527
67.88,526
67.89,520
67.90,525
67.91,523
67.92,534
67.93,537
67.94,540
67.95,535
67.96,538
67.97,531
67.98,529
67.99,523
68.00,530
68.01,527
68.02,534
68.03,537
68.04,555
68.05,563
68.06,584
68.07,591
68.08,597
68.09,571
68.10,543
68.11,529
68.12,519
68.13,511
68.14,508
68.15,504
68.16,501
68.17,488
68.18,498
68.19,621
68.20,656
68.21,506
68.22,478
68.23,509
68.24,505
68.25,503
68.26,504
68.27,506
68.28,509
68.29,512
68.30,518
68.31,521
68.32,523
68.33,526
68.34,532
68.35,542
68.36,544
68.37,547
68.38,546
68.39,544
68.40,537
68.41,535
68.42,531
68.43,524
68.44,515
68.45,515
68.46,507
68.47,505
68.48,499
68.49,501
68.50,498
68.51,500
68.52,503
68.53,508
68.54,505
68.55,512
68.56,508
68.57,508
68.58,508
68.59,506
68.60,498
68.61,502
68.62,505
68.63,517
68.64,526
68.65,545
68.66,547
68.67,533
68.68,498
68.69,486
68.70,473
68.71,472
68.72,464
68.73,467
68.74,462
68.75,458
68.76,447
68.77,538
68.78,658
68.79,553
68.80,447
68.81,480
68.82,480
68.83,484
68.84,476
68.85,482
68.86,477
68.87,484
68.88,480
68.89,493
68.90,491
68.91,505
68.92,506
68.93,522
68.94,523
68.95,537
68.96,531
68.97,539
68.98,531
68.99,533
69.00,521
69.01,523
69.02,504
69.03,508
69.04,491
69.05,491
69.06,475
69.07,483
69.08,472
69.09,479
69.10,471
69.11,480
69.12,469
69.13,476
69.14,464
69.15,473
69.16,460
69.17,470
69.18,456
69.19,464
69.20,451
69.21,464
69.22,454
69.23,481
69.24,480
69.25,508
69.26,509
69.27,520
69.28,485
69.29,471
69.30,447
69.31,452
69.32,435
69.33,443
69.34,427
69.35,436
69.36,417
69.37,432
69.38,525
69.39,614
69.40,466
69.41,431
69.42,452
69.43,472
69.44,458
69.45,473
69.46,463
69.47,479
69.48,469
69.49,486
69.50,479
69.51,500
69.52,493
69.53,514
69.54,508
69.55,527
69.56,519
69.57,534
69.58,522
69.59,532
69.60,515
69.61,523
69.62,497
69.63,497
69.64,479
69.65,493
69.66,480
69.67,496
69.68,493
69.69,519
69.70,512
69.71,531
69.72,524
69.73,539
69.74,527
69.75,538
69.76,523
69.77,534
69.78,521
69.79,533
69.80,515
69.81,526
69.82,507
69.83,515
69.84,501
69.85,526
69.86,519
69.87,546
69.88,546
69.89,563
69.90,528
69.91,519
69.92,490
69.93,496
69.94,473
69.95,487
69.96,472
69.97,488
69.98,464
69.99,470
70.00,530
70.01,644
70.02,531
70.03,483
70.04,502
70.05,519
70.06,494
70.07,506
70.08,496
70.09,513
70.10,503
70.11,521
70.12,514
70.13,532
70.14,529
70.15,545
70.16,539
70.17,556
70.18,548
70.19,563
70.20,555
70.21,565
70.22,538
70.23,542
70.24,525
70.25,529
70.26,512
70.27,518
70.28,509
70.29,518
70.31,504
70.32,514
70.32,500
70.33,515
70.35,505
70.36,519
70.36,512
70.38,523
70.39,514
70.39,522
70.40,512
70.42,524
70.43,514
70.43,523
70.44,510
70.46,523
70.46,526
70.47,545
70.49,554
70.50,579
70.50,573
70.51,561
70.53,524
70.54,519
70.54,504
70.56,512
70.57,500
70.58,509
70.59,498
70.60,503
70.61,493
70.62,590
70.63,662
70.64,549
70.65,486
70.66,530
70.67,532
70.68,539
70.69,529
70.70,535
70.71,529
70.72,543
70.73,537
70.74,551
70.75,545
70.76,563
70.77,563
70.78,581
70.79,578
70.80,590
70.81,581
70.82,587
70.83,573
70.84,578
70.85,560
70.86,560
70.87,540
70.88,543
70.89,528
70.90,531
70.91,521
70.92,531
70.93,522
70.94,530
70.95,526
70.96,538
70.97,532
70.98,542
70.99,533
71.00,542
71.01,528
71.02,538
71.03,528
71.04,535
71.05,526
71.06,530
71.07,518
71.08,525
71.09,516
71.10,523
71.11,511
71.12,518
71.13,509
71.14,520
71.15,527
71.16,547
71.17,550
71.18,567
71.19,558
71.20,547
71.21,514
71.22,511
71.23,498
71.24,498
71.25,489
71.26,490
71.27,480
71.28,482
71.29,484
71.30,600
71.31,650
71.32,517
71.33,469
71.34,506
71.35,499
71.36,503
71.37,495
71.38,499
71.39,492
71.40,502
71.41,496
71.42,504
71.43,501
71.44,509
71.45,511
71.46,525
71.47,525
71.48,534
71.49,526
71.50,528
71.51,516
71.52,518
71.53,506
71.54,500
71.55,484
71.56,478
71.57,469
71.58,467
71.59,461
71.60,466
71.61,461
71.62,465
71.63,461
71.64,465
71.65,462
71.66,469
71.67,464
71.68,469
71.69,467
71.70,469
71.71,466
71.72,468
71.73,464
71.74,467
71.75,462
71.76,465
71.77,461
71.78,463
71.79,454
71.80,455
71.81,452
71.82,457
71.83,470
71.84,482
71.85,494
71.86,510
71.87,507
71.88,489
71.89,466
71.90,456
71.91,451
71.92,449
71.93,442
71.94,444
71.95,437
71.96,435
71.97,437
71.98,535
71.99,590
72.00,480
72.01,434
72.02,462
72.03,464
72.04,467
72.05,466
72.06,469
72.07,470
72.08,470
72.09,473
72.10,482
72.11,487
72.12,495
72.13,497
72.14,507
72.15,516
72.16,520
72.17,525
72.18,526
72.19,524
72.20,523
72.21,517
72.22,509
72.23,500
72.24,492
72.25,489
72.26,487
72.27,486
72.28,487
72.29,491
72.30,491
72.31,496
72.32,497
72.33,498
72.34,499
72.35,500
72.36,503
72.37,503
72.38,501
72.39,503
72.40,500
72.41,503
72.42,502
72.43,505
72.44,503
72.45,501
72.46,497
72.47,500
72.48,498
72.49,514
72.50,524
72.51,544
72.52,556
72.53,564
72.54,541
72.55,516
72.56,498
72.57,497
72.58,491
72.59,491
72.60,485
72.61,487
72.62,479
72.63,487
72.64,570
72.65,676
72.66,559
72.67,481
72.68,502
72.69,516
72.70,511
72.71,514
72.72,510
72.73,517
72.74,516
72.75,521
72.76,522
72.77,534
72.78,535
72.79,546
72.80,549
72.81,562
72.82,562
72.83,571
72.84,564
72.85,565
72.86,555
72.87,552
72.88,537
72.89,536
72.90,524
72.91,524
72.92,517
72.93,521
72.94,512
72.95,517
72.96,509
72.97,517
72.99,512
73.00,520
73.00,515
73.01,521
73.03,517
73.04,524
73.04,514
73.06,521
73.07,516
73.07,523
73.08,515
73.10,522
73.11,513
73.11,519
73.13,511
73.14,518
73.14,511
73.15,515
73.17,510
73.18,534
73.18,536
73.19,561
73.21,566
73.21,576
73.22,551
73.24,530
73.25,508
73.26,507
73.27,493
73.28,499
73.29,487
73.30,494
73.31,481
73.32,495
73.33,595
73.34,698
73.35,550
73.36,492
73.37,506
73.38,515
73.39,502
73.40,510
73.41,504
73.42,513
73.43,504
73.44,513
73.45,506
73.46,519
73.47,519
73.48,535
73.49,536
73.50,552
73.51,549
73.52,558
73.53,547
73.54,552
73.55,541
73.56,540
73.57,525
73.58,524
73.59,510
73.60,514
73.61,502
73.62,507
73.63,496
73.64,503
73.65,495
73.66,504
73.67,499
73.68,507
73.69,497
73.70,508
73.71,503
73.72,508
73.73,499
73.74,507
73.75,499
73.76,510
73.77,500
73.78,508
73.79,495
73.80,503
73.81,496
73.82,502
73.83,494
73.84,501
73.85,490
73.86,501
73.87,487
73.88,497
73.89,500
73.90,521
73.91,529
73.92,552
73.93,546
73.94,536
73.95,497
73.96,493
73.97,478
73.98,484
73.99,473
74.00,482
74.01,468
74.02,471
74.03,464
74.04,571
74.05,653
74.06,537
74.07,458
74.08,497
74.09,493
74.10,500
74.11,487
74.12,500
74.13,489
74.14,501
74.15,499
74.16,513
74.17,505
74.18,521
74.19,520
74.20,537
74.21,537
74.22,548
74.23,541
74.24,550
74.25,539
74.26,541
74.27,524
74.28,525
74.29,504
74.30,502
74.31,485
74.32,489
74.33,475
74.34,486
74.35,476
74.36,486
74.37,477
74.38,485
74.39,471
74.40,481
74.41,472
74.42,482
74.43,473
74.44,482
74.45,474
74.46,482
74.47,472
74.48,481
74.49,470
74.50,475
74.51,465
74.52,476
74.53,465
74.54,473
74.55,463
74.56,476
74.57,464
74.58,475
74.59,465
74.60,473
74.61,468
74.62,490
74.63,494
74.64,516
74.65,518
74.66,529
74.67,505
74.68,488
74.69,468
74.70,471
74.71,461
74.72,465
74.73,455
74.74,460
74.75,446
74.76,453
74.77,543
74.78,619
74.79,488
74.80,452
74.81,474
74.82,485
74.83,472
74.84,480
74.85,477
74.86,488
74.87,484
74.88,496
74.89,494
74.90,508
74.91,505
74.92,522
74.93,519
74.94,537
74.95,536
74.96,545
74.97,536
74.98,541
74.99,530
75.00,532
75.01,518
75.02,514
75.03,501
75.04,499
75.05,487
75.06,495
75.07,488
75.08,495
75.09,487
75.10,498
75.11,490
75.12,500
75.13,494
75.14,499
75.15,493
75.16,502
75.17,494
75.18,502
75.19,497
75.20,503
75.21,496
75.22,499
75.23,491
75.24,498
75.25,493
75.26,499
75.27,493
75.28,500
75.29,500
75.30,519
75.31,523
75.32,548
75.33,553
75.34,560
75.35,535
75.36,512
75.37,499
75.38,497
75.39,487
75.40,489
75.41,484
75.42,487
75.43,476
75.44,490
75.45,597
75.46,625
75.47,493
75.48,483
75.49,508
75.50,516
75.51,510
75.52,511
75.53,505
75.54,510
75.55,515
75.56,521
75.57,520
75.58,529
75.59,532
75.60,544
75.61,550
75.62,564
75.64,567
75.64,569
75.65,564
75.67,567
75.68,561
75.68,556
75.69,544
75.71,538
75.71,528
75.72,521
75.74,518
75.75,519
75.75,514
75.76,514
75.78,514
75.79,517
75.79,516
75.81,519
75.82,518
75.82,521
75.83,519
75.85,520
75.86,516
75.86,514
75.88,513
75.89,517
75.89,509
75.91,510
75.92,511
75.93,510
75.94,509
75.95,510
75.96,507
75.97,519
75.98,531
75.99,546
76.00,560
76.01,566
76.02,552
76.03,527
76.04,510
76.05,502
76.06,497
76.07,491
76.08,494
76.09,494
76.10,485
76.11,481
76.12,569
76.13,651
76.14,536
76.15,479
76.16,509
76.17,519
76.18,515
76.19,514
76.20,515
76.21,515
76.22,518
76.23,518
76.24,525
76.25,530
76.26,534
76.27,537
76.28,544
76.29,550
76.30,559
76.31,559
76.32,562
76.33,557
76.34,556
76.35,547
76.36,541
76.37,527
76.38,524
76.39,515
76.40,515
76.41,511
76.42,509
76.43,509
76.44,512
76.45,509
76.46,514
76.47,511
76.48,517
76.49,512
76.50,516
76.51,509
76.52,512
76.53,509
76.54,515
76.55,509
76.56,509
76.57,502
76.58,507
76.59,505
76.60,524
76.61,529
76.62,552
76.63,558
76.64,566
76.65,537
76.66,516
76.67,498
76.68,497
76.69,488
76.70,493
76.71,482
76.72,484
76.73,471
76.74,485
76.75,588
76.76,618
76.77,486
76.78,475
76.79,503
76.80,506
76.81,496
76.82,504
76.83,499
76.84,508
76.85,505
76.86,512
76.87,509
76.88,520
76.89,521
76.90,535
76.91,532
76.92,545
76.93,546
76.94,550
76.95,542
76.96,548
76.97,535
76.98,536
76.99,523
77.00,521
77.01,501
77.02,501
77.03,490
77.04,496
77.05,489
77.06,498
77.07,489
77.08,497
77.09,489
77.10,497
77.11,494
77.12,497
77.13,488
77.14,494
77.15,486
77.16,493
77.17,486
77.18,492
77.19,486
77.20,494
77.21,483
77.22,490
77.23,499
77.24,516
77.25,528
77.26,545
77.27,542
77.28,524
77.29,494
77.30,487
77.31,470
77.32,470
77.33,462
77.34,466
77.35,457
77.36,458
77.37,457
77.38,565
77.39,619
77.40,491
77.41,445
77.42,485
77.43,481
77.44,486
77.45,483
77.46,489
77.47,487
77.48,497
77.49,493
77.50,502
77.51,501
77.52,510
77.53,511
77.54,526
77.55,529
77.56,538
77.57,537
77.58,541
77.59,531
77.60,531
77.61,518
77.62,514
77.63,495
77.64,497
77.65,486
77.66,488
77.67,481
77.68,492
77.69,487
77.70,493
77.71,483
77.72,490
77.73,488
77.74,492
77.75,487
77.76,493
77.77,489
77.78,497
77.79,493
77.80,498
77.81,488
77.82,489
77.83,485
77.84,491
77.85,498
77.86,516
77.87,529
126.43,615
126.44,511
126.45,438
126.46,447
126.47,484
126.48,469
126.49,480
126.50,462
126.51,477
126.52,459
126.53,471
126.54,451
126.55,463
126.56,444
126.57,462
126.58,442
126.59,456
126.60,434
126.61,448
126.62,423
126.63,432
126.64,407
126.65,413
126.66,382
126.67,380
126.68,353
126.69,363
126.70,340
126.71,352
126.72,331
126.73,347
126.74,328
126.75,350
126.76,333
126.77,350
126.78,339
126.79,360
126.80,347
126.81,370
126.82,348
126.83,363
126.84,346
126.85,369
126.86,359
126.87,385
126.88,375
126.89,415
126.90,415
126.91,451
126.92,460
126.93,492
126.94,460
126.95,468
126.96,438
126.97,457
126.98,446
126.99,459
127.00,440
127.01,459
127.02,430
127.03,459
127.04,552
127.06,623
127.07,486
127.07,480
127.08,495
127.10,510
127.11,501
127.11,532
127.13,524
127.14,549
127.14,534
127.15,556
127.17,546
127.18,578
127.18,567
127.19,598
127.21,588
127.21,625
127.22,625
127.24,655
127.25,651
127.25,673
127.26,655
127.28,675
127.29,658
127.29,676
127.31,652
127.32,674
127.33,664
127.34,686
127.35,674
127.36,696
127.37,681
127.38,704
127.39,692
127.40,713
127.41,696
127.42,714
127.43,698
127.44,718
127.45,704
127.46,725
127.47,708
127.48,723
127.49,708
127.50,722
127.51,703
127.52,728
127.53,704
127.54,726
127.55,716
127.56,744
127.57,734
127.58,752
127.59,729
127.60,726
127.61,691
127.62,701
127.63,684
127.64,703
