'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:06.668',-0.210,-0.110,0.020,-0.030
'0:06.670',-0.220,-0.100,0.030,0.000
'0:06.672',-0.220,-0.130,0.040,0.000
'0:06.674',-0.240,-0.140,0.060,0.000
'0:06.676',-0.260,-0.160,0.070,0.000
'0:06.678',-0.270,-0.160,0.090,0.020
'0:06.680',-0.280,-0.150,0.100,0.040
'0:06.682',-0.290,-0.120,0.120,0.080
'0:06.684',-0.300,-0.110,0.120,0.100
'0:06.686',-0.280,-0.110,0.120,0.110
'0:06.688',-0.280,-0.120,0.120,0.110
'0:06.690',-0.270,-0.140,0.130,0.100
'0:06.692',-0.270,-0.140,0.130,0.100
'0:06.694',-0.280,-0.140,0.130,0.090
'0:06.696',-0.290,-0.130,0.140,0.110
'0:06.698',-0.300,-0.110,0.150,0.110
'0:06.700',-0.300,-0.110,0.160,0.110
'0:06.702',-0.290,-0.110,0.160,0.110
'0:06.704',-0.290,-0.120,0.160,0.110
'0:06.706',-0.270,-0.140,0.150,0.100
'0:06.708',-0.250,-0.140,0.150,0.090
'0:06.710',-0.260,-0.110,0.170,0.110
'0:06.712',-0.250,-0.090,0.170,0.120
'0:06.714',-0.240,-0.090,0.160,0.120
'0:06.716',-0.230,-0.070,0.150,0.110
'0:06.718',-0.240,-0.060,0.140,0.110
'0:06.720',-0.240,-0.060,0.140,0.100
'0:06.722',-0.250,-0.060,0.120,0.110
'0:06.724',-0.270,-0.040,0.140,0.140
'0:06.726',-0.290,-0.030,0.160,0.150
'0:06.728',-0.270,-0.050,0.150,0.130
'0:06.730',-0.250,-0.070,0.140,0.110
'0:06.732',-0.230,-0.080,0.140,0.100
'0:06.734',-0.220,-0.060,0.130,0.100
'0:06.736',-0.220,-0.060,0.130,0.100
'0:06.738',-0.220,-0.050,0.140,0.120
'0:06.740',-0.230,-0.060,0.130,0.130
'0:06.742',-0.220,-0.070,0.130,0.120
'0:06.744',-0.210,-0.090,0.120,0.110
'0:06.746',-0.200,-0.100,0.120,0.110
'0:06.748',-0.170,-0.100,0.120,0.110
'0:06.750',-0.170,-0.080,0.130,0.130
'0:06.752',-0.190,-0.050,0.150,0.150
'0:06.754',-0.180,-0.030,0.150,0.140
'0:06.756',-0.160,-0.030,0.140,0.130
'0:06.758',-0.160,-0.050,0.140,0.130
'0:06.760',-0.150,-0.070,0.140,0.120
'0:06.762',-0.150,-0.080,0.130,0.130
'0:06.764',-0.140,-0.070,0.130,0.140
'0:06.766',-0.150,-0.040,0.140,0.160
'0:06.768',-0.150,-0.020,0.160,0.170
'0:06.770',-0.140,-0.020,0.160,0.170
'0:06.772',-0.130,-0.030,0.150,0.170
'0:06.774',-0.140,-0.040,0.150,0.160
'0:06.776',-0.150,-0.050,0.150,0.150
'0:06.778',-0.140,-0.050,0.140,0.160
'0:06.780',-0.130,-0.030,0.140,0.190
'0:06.782',-0.130,-0.010,0.170,0.210
'0:06.784',-0.120,0.000,0.180,0.210
'0:06.786',-0.100,0.010,0.180,0.210
'0:06.788',-0.080,0.010,0.160,0.210
'0:06.790',-0.080,0.000,0.140,0.210
'0:06.792',-0.090,0.000,0.130,0.200
'0:06.794',-0.100,0.000,0.130,0.200
'0:06.796',-0.090,0.010,0.140,0.200
'0:06.798',-0.080,0.000,0.140,0.200
'0:06.800',-0.080,0.000,0.140,0.200
'0:06.802',-0.080,0.000,0.150,0.200
'0:06.804',-0.070,0.000,0.160,0.210
'0:06.806',-0.060,0.000,0.160,0.210
'0:06.808',-0.080,0.010,0.160,0.220
'0:06.810',-0.080,0.020,0.180,0.220
'0:06.812',-0.060,0.000,0.170,0.200
'0:06.814',-0.040,-0.010,0.150,0.190
'0:06.816',-0.040,-0.010,0.140,0.180
'0:06.818',-0.040,-0.020,0.140,0.170
'0:06.820',-0.050,-0.030,0.150,0.180
'0:06.822',-0.070,-0.030,0.150,0.210
'0:06.824',-0.070,-0.020,0.150,0.220
'0:06.826',-0.060,-0.040,0.140,0.200
'0:06.828',-0.040,-0.060,0.130,0.200
'0:06.830',-0.040,-0.070,0.120,0.210
'0:06.832',-0.050,-0.080,0.110,0.210
'0:06.834',-0.060,-0.070,0.110,0.220
'0:06.836',-0.070,-0.040,0.110,0.240
'0:06.838',-0.080,-0.020,0.120,0.260
'0:06.840',-0.070,-0.040,0.120,0.260
'0:06.842',-0.070,-0.050,0.110,0.260
'0:06.844',-0.070,-0.070,0.090,0.240
'0:06.846',-0.060,-0.080,0.080,0.240
'0:06.848',-0.050,-0.070,0.070,0.230
'0:06.850',-0.060,-0.040,0.060,0.240
'0:06.852',-0.050,-0.010,0.070,0.260
'0:06.854',-0.040,-0.010,0.070,0.260
'0:06.856',-0.030,-0.030,0.080,0.250
'0:06.858',-0.040,-0.050,0.070,0.240
'0:06.860',-0.030,-0.060,0.060,0.230
'0:06.862',-0.010,-0.060,0.060,0.220
'0:06.864',-0.010,-0.040,0.070,0.230
'0:06.866',-0.020,-0.010,0.080,0.250
'0:06.868',-0.030,-0.010,0.090,0.260
'0:06.870',-0.020,-0.020,0.080,0.250
'0:06.872',-0.020,-0.030,0.050,0.250
'0:06.874',-0.020,-0.040,0.030,0.240
'0:06.876',-0.020,-0.060,0.020,0.220
'0:06.878',-0.030,-0.060,0.020,0.230
'0:06.880',-0.040,-0.040,0.030,0.250
'0:06.882',-0.050,-0.040,0.030,0.250
'0:06.884',-0.040,-0.040,0.020,0.250
'0:06.886',-0.040,-0.040,0.020,0.250
'0:06.888',-0.030,-0.050,0.010,0.250
'0:06.890',-0.020,-0.070,0.000,0.240
'0:06.892',-0.030,-0.060,0.000,0.220
'0:06.894',-0.030,-0.060,0.000,0.220
'0:06.896',-0.030,-0.080,0.000,0.220
'0:06.898',-0.030,-0.080,0.000,0.210
'0:06.900',-0.030,-0.070,0.000,0.210
'0:06.902',-0.020,-0.070,0.000,0.210
'0:06.904',-0.020,-0.070,0.000,0.210
'0:06.906',-0.040,-0.080,0.010,0.230
'0:06.908',-0.050,-0.080,0.010,0.240
'0:06.910',-0.040,-0.100,0.010,0.220
'0:06.912',-0.040,-0.110,0.020,0.220
'0:06.914',-0.040,-0.120,0.020,0.220
'0:06.916',-0.040,-0.110,0.020,0.220
'0:06.918',-0.040,-0.100,0.030,0.240
'0:06.920',-0.050,-0.080,0.030,0.280
'0:06.922',-0.070,-0.060,0.050,0.320
'0:06.924',-0.070,-0.070,0.060,0.320
'0:06.926',-0.070,-0.070,0.060,0.310
'0:06.928',-0.080,-0.080,0.060,0.300
'0:06.930',-0.080,-0.080,0.060,0.300
'0:06.932',-0.060,-0.070,0.060,0.290
'0:06.934',-0.060,-0.040,0.080,0.300
'0:06.936',-0.070,-0.010,0.090,0.310
'0:06.938',-0.050,0.000,0.100,0.300
'0:06.940',-0.030,-0.010,0.090,0.290
'0:06.942',-0.030,-0.030,0.090,0.280
'0:06.944',0.000,-0.040,0.090,0.270
'0:06.946',0.000,-0.050,0.090,0.260
'0:06.948',0.010,-0.030,0.100,0.270
'0:06.950',0.000,0.000,0.110,0.290
'0:06.952',0.000,0.000,0.100,0.270
'0:06.954',0.000,0.000,0.090,0.260
'0:06.956',0.010,-0.020,0.070,0.250
'0:06.958',0.020,-0.030,0.060,0.220
'0:06.960',0.040,-0.040,0.050,0.200
'0:06.962',0.050,-0.030,0.050,0.210
'0:06.964',0.040,0.000,0.080,0.240
'0:06.966',0.040,0.010,0.090,0.230
'0:06.968',0.050,0.020,0.080,0.200
'0:06.970',0.060,0.030,0.070,0.180
'0:06.972',0.090,0.020,0.060,0.170
'0:06.974',0.100,0.000,0.040,0.140
'0:06.976',0.100,0.000,0.040,0.130
'0:06.978',0.100,0.000,0.040,0.140
'0:06.980',0.110,0.000,0.040,0.130
'0:06.982',0.130,-0.010,0.030,0.120
'0:06.984',0.130,0.000,0.030,0.120
'0:06.986',0.120,0.000,0.040,0.110
'0:06.988',0.120,0.000,0.040,0.100
'0:06.990',0.110,-0.010,0.030,0.120
'0:06.992',0.090,-0.010,0.030,0.140
'0:06.994',0.100,-0.020,0.030,0.120
'0:06.996',0.110,-0.020,0.030,0.110
'0:06.998',0.110,-0.010,0.040,0.100
'0:07.000',0.110,0.000,0.040,0.100
'0:07.002',0.110,0.000,0.030,0.100
'0:07.004',0.090,0.000,0.000,0.090
'0:07.006',0.090,0.010,-0.010,0.080
'0:07.008',0.100,0.000,-0.050,0.030
'0:07.010',0.130,-0.010,-0.100,-0.020
'0:07.012',0.160,-0.040,-0.180,-0.080
'0:07.014',0.180,-0.070,-0.230,-0.110
'0:07.016',0.190,-0.070,-0.220,-0.110
'0:07.018',0.200,-0.020,-0.130,-0.050
'0:07.020',0.190,0.070,0.040,0.070
'0:07.022',0.190,0.190,0.300,0.250
'0:07.024',0.180,0.350,0.650,0.450
'0:07.026',0.230,0.610,1.070,0.680
'0:07.028',0.320,0.940,1.540,0.920
'0:07.030',0.420,1.300,2.050,1.190
'0:07.032',0.510,1.680,2.570,1.500
'0:07.034',0.570,2.070,3.090,1.810
'0:07.036',0.640,2.430,3.600,2.120
'0:07.038',0.690,2.760,4.080,2.400
'0:07.040',0.730,3.030,4.440,2.620
'0:07.042',0.750,3.220,4.650,2.730
'0:07.044',0.770,3.290,4.710,2.760
'0:07.046',0.740,3.260,4.610,2.740
'0:07.048',0.670,3.120,4.360,2.630
'0:07.050',0.530,2.780,3.900,2.420
'0:07.052',0.330,2.280,3.290,2.150
'0:07.054',0.150,1.740,2.640,1.850
'0:07.056',0.030,1.270,2.040,1.540
'0:07.058',-0.030,0.880,1.530,1.230
'0:07.060',-0.070,0.570,1.110,0.960
'0:07.062',-0.090,0.360,0.760,0.730
'0:07.064',-0.090,0.170,0.450,0.520
'0:07.066',-0.090,0.010,0.180,0.330
'0:07.068',-0.090,-0.120,-0.030,0.170
'0:07.070',-0.080,-0.240,-0.220,0.030
'0:07.072',-0.050,-0.350,-0.380,-0.080
'0:07.074',-0.040,-0.430,-0.510,-0.180
'0:07.076',-0.050,-0.470,-0.620,-0.240
'0:07.078',-0.040,-0.530,-0.710,-0.310
'0:07.080',-0.020,-0.570,-0.790,-0.370
'0:07.082',-0.020,-0.600,-0.850,-0.430
'0:07.084',-0.020,-0.610,-0.890,-0.470
'0:07.086',-0.010,-0.640,-0.910,-0.510
'0:07.088',0.000,-0.650,-0.930,-0.530
'0:07.090',0.000,-0.640,-0.930,-0.540
'0:07.092',0.010,-0.640,-0.940,-0.550
'0:07.094',0.010,-0.660,-0.950,-0.580
'0:07.096',0.020,-0.660,-0.950,-0.590
'0:07.098',0.030,-0.660,-0.950,-0.590
'0:07.100',0.030,-0.650,-0.940,-0.590
'0:07.102',0.030,-0.640,-0.920,-0.580
'0:07.104',0.020,-0.610,-0.900,-0.550
'0:07.106',0.010,-0.600,-0.880,-0.540
'0:07.108',0.010,-0.600,-0.870,-0.560
'0:07.110',0.030,-0.600,-0.870,-0.580
'0:07.112',0.050,-0.590,-0.870,-0.590
'0:07.114',0.070,-0.570,-0.870,-0.600
'0:07.116',0.080,-0.540,-0.850,-0.590
'0:07.118',0.050,-0.480,-0.810,-0.560
'0:07.120',0.040,-0.460,-0.800,-0.550
'0:07.122',0.050,-0.460,-0.790,-0.550
'0:07.124',0.070,-0.470,-0.790,-0.570
'0:07.126',0.080,-0.470,-0.780,-0.590
'0:07.128',0.090,-0.460,-0.780,-0.600
'0:07.130',0.090,-0.450,-0.770,-0.590
'0:07.132',0.100,-0.430,-0.770,-0.560
'0:07.134',0.100,-0.400,-0.760,-0.550
'0:07.136',0.110,-0.390,-0.750,-0.550
'0:07.138',0.100,-0.400,-0.740,-0.560
'0:07.140',0.100,-0.410,-0.730,-0.570
'0:07.142',0.100,-0.410,-0.720,-0.580
'0:07.144',0.110,-0.400,-0.700,-0.580
'0:07.146',0.110,-0.350,-0.670,-0.570
'0:07.148',0.110,-0.320,-0.640,-0.550
'0:07.150',0.110,-0.310,-0.620,-0.560
'0:07.152',0.110,-0.310,-0.610,-0.560
'0:07.154',0.110,-0.310,-0.610,-0.550
'0:07.156',0.120,-0.320,-0.600,-0.540
'0:07.158',0.110,-0.330,-0.600,-0.550
'0:07.160',0.080,-0.310,-0.570,-0.530
'0:07.162',0.080,-0.300,-0.570,-0.530
'0:07.164',0.090,-0.290,-0.580,-0.530
'0:07.166',0.100,-0.280,-0.600,-0.540
'0:07.168',0.110,-0.280,-0.590,-0.550
'0:07.170',0.110,-0.280,-0.580,-0.550
'0:07.172',0.110,-0.280,-0.560,-0.540
'0:07.174',0.100,-0.260,-0.540,-0.540
'0:07.176',0.110,-0.250,-0.530,-0.550
'0:07.178',0.130,-0.270,-0.530,-0.550
'0:07.180',0.140,-0.270,-0.540,-0.540
'0:07.182',0.170,-0.270,-0.540,-0.550
'0:07.184',0.170,-0.260,-0.540,-0.550
'0:07.186',0.170,-0.240,-0.540,-0.560
'0:07.188',0.170,-0.210,-0.530,-0.560
'0:07.190',0.160,-0.210,-0.540,-0.560
'0:07.192',0.170,-0.230,-0.540,-0.580
'0:07.194',0.170,-0.240,-0.530,-0.590
'0:07.196',0.170,-0.240,-0.530,-0.610
'0:07.198',0.200,-0.240,-0.520,-0.630
'0:07.200',0.220,-0.220,-0.510,-0.640
'0:07.202',0.210,-0.190,-0.500,-0.630
'0:07.204',0.210,-0.170,-0.490,-0.620
'0:07.206',0.220,-0.160,-0.480,-0.640
'0:07.208',0.240,-0.160,-0.490,-0.660
'0:07.210',0.250,-0.170,-0.510,-0.680
'0:07.212',0.270,-0.180,-0.520,-0.700
'0:07.214',0.290,-0.170,-0.520,-0.700
'0:07.216',0.300,-0.140,-0.520,-0.700
'0:07.218',0.290,-0.110,-0.520,-0.690
'0:07.220',0.290,-0.100,-0.510,-0.700
'0:07.222',0.290,-0.100,-0.500,-0.710
'0:07.224',0.310,-0.110,-0.490,-0.720
'0:07.226',0.330,-0.110,-0.470,-0.720
'0:07.228',0.350,-0.110,-0.460,-0.730
'0:07.230',0.350,-0.080,-0.440,-0.700
'0:07.232',0.350,-0.060,-0.420,-0.670
'0:07.234',0.360,-0.040,-0.410,-0.680
'0:07.236',0.360,-0.040,-0.410,-0.680
'0:07.238',0.360,-0.050,-0.410,-0.660
'0:07.240',0.350,-0.080,-0.400,-0.640
'0:07.242',0.340,-0.100,-0.410,-0.640
'0:07.244',0.300,-0.100,-0.410,-0.620
'0:07.246',0.280,-0.090,-0.400,-0.610
'0:07.248',0.270,-0.090,-0.400,-0.600
'0:07.250',0.270,-0.080,-0.390,-0.600
'0:07.252',0.260,-0.090,-0.380,-0.580
'0:07.254',0.250,-0.100,-0.370,-0.560
'0:07.256',0.240,-0.120,-0.370,-0.540
'0:07.258',0.210,-0.120,-0.340,-0.490
'0:07.260',0.190,-0.120,-0.320,-0.460
'0:07.262',0.170,-0.130,-0.310,-0.450
'0:07.264',0.150,-0.130,-0.300,-0.430
'0:07.266',0.130,-0.140,-0.280,-0.400
'0:07.268',0.100,-0.140,-0.250,-0.360
'0:07.270',0.080,-0.140,-0.220,-0.310
'0:07.272',0.050,-0.120,-0.190,-0.250
'0:07.274',0.020,-0.120,-0.150,-0.200
'0:07.276',0.000,-0.150,-0.120,-0.180
'0:07.278',-0.010,-0.170,-0.110,-0.150
'0:07.280',-0.020,-0.180,-0.090,-0.120
'0:07.282',-0.040,-0.190,-0.060,-0.090
'0:07.284',-0.060,-0.180,-0.030,-0.050
'0:07.286',-0.110,-0.160,0.000,0.000
'0:07.288',-0.140,-0.140,0.020,0.020
'0:07.290',-0.160,-0.160,0.040,0.040
'0:07.292',-0.180,-0.180,0.050,0.050
'0:07.294',-0.190,-0.190,0.070,0.060
'0:07.296',-0.200,-0.210,0.080,0.090
'0:07.298',-0.200,-0.200,0.100,0.110
'0:07.300',-0.210,-0.170,0.130,0.140
'0:07.302',-0.220,-0.150,0.130,0.170
'0:07.304',-0.220,-0.140,0.140,0.170
'0:07.306',-0.230,-0.160,0.150,0.180
'0:07.308',-0.230,-0.170,0.150,0.190
'0:07.310',-0.230,-0.180,0.150,0.190
'0:07.312',-0.240,-0.180,0.160,0.180
'0:07.314',-0.250,-0.160,0.180,0.210
'0:07.316',-0.240,-0.130,0.200,0.260
'0:07.318',-0.250,-0.120,0.190,0.260
'0:07.320',-0.260,-0.130,0.190,0.250
'0:07.322',-0.270,-0.170,0.190,0.230
'0:07.324',-0.270,-0.190,0.190,0.230
'0:07.326',-0.270,-0.200,0.190,0.220
'0:07.328',-0.260,-0.180,0.180,0.220
'0:07.330',-0.270,-0.150,0.180,0.220
'0:07.332',-0.260,-0.140,0.180,0.210
'0:07.334',-0.240,-0.140,0.180,0.210
'0:07.336',-0.230,-0.130,0.180,0.210
'0:07.338',-0.220,-0.130,0.170,0.200
'0:07.340',-0.210,-0.140,0.170,0.190
'0:07.342',-0.230,-0.140,0.170,0.180
'0:07.344',-0.240,-0.130,0.180,0.190
'0:07.346',-0.230,-0.130,0.180,0.180
'0:07.348',-0.220,-0.120,0.180,0.170
'0:07.350',-0.210,-0.110,0.170,0.160
'0:07.352',-0.200,-0.110,0.160,0.150
'0:07.354',-0.200,-0.100,0.160,0.160
'0:07.356',-0.220,-0.080,0.180,0.190
'0:07.358',-0.240,-0.080,0.220,0.200
'0:07.360',-0.220,-0.100,0.220,0.180
'0:07.362',-0.200,-0.110,0.200,0.170
'0:07.364',-0.190,-0.110,0.180,0.150
'0:07.366',-0.190,-0.100,0.170,0.150
'0:07.368',-0.180,-0.100,0.160,0.160
'0:07.370',-0.190,-0.080,0.160,0.180
'0:07.372',-0.190,-0.070,0.160,0.200
'0:07.374',-0.170,-0.090,0.150,0.180
'0:07.376',-0.170,-0.120,0.140,0.160
'0:07.378',-0.170,-0.130,0.130,0.160
'0:07.380',-0.180,-0.140,0.120,0.160
'0:07.382',-0.160,-0.120,0.120,0.160
'0:07.384',-0.150,-0.080,0.120,0.170
'0:07.386',-0.160,-0.060,0.120,0.190
'0:07.388',-0.150,-0.070,0.130,0.190
'0:07.390',-0.140,-0.100,0.120,0.180
'0:07.392',-0.140,-0.110,0.120,0.160
'0:07.394',-0.140,-0.120,0.110,0.150
'0:07.396',-0.150,-0.130,0.110,0.150
'0:07.398',-0.170,-0.090,0.130,0.160
'0:07.400',-0.170,-0.040,0.150,0.180
'0:07.402',-0.160,-0.030,0.150,0.180
'0:07.404',-0.140,-0.030,0.150,0.190
'0:07.406',-0.120,-0.030,0.160,0.190
'0:07.408',-0.110,-0.050,0.150,0.180
'0:07.410',-0.100,-0.050,0.140,0.170
'0:07.412',-0.090,-0.040,0.130,0.170
'0:07.414',-0.090,-0.020,0.140,0.190
'0:07.416',-0.080,-0.010,0.140,0.190
'0:07.418',-0.080,-0.010,0.140,0.190
'0:07.420',-0.080,-0.010,0.140,0.200
'0:07.422',-0.080,-0.020,0.140,0.210
'0:07.424',-0.080,-0.040,0.140,0.200
'0:07.426',-0.090,-0.020,0.140,0.190
'0:07.428',-0.090,-0.010,0.150,0.200
'0:07.430',-0.070,0.000,0.140,0.200
'0:07.432',-0.060,0.000,0.140,0.190
'0:07.434',-0.050,0.000,0.140,0.180
'0:07.436',-0.040,0.000,0.150,0.180
'0:07.438',-0.030,0.000,0.140,0.180
'0:07.440',-0.040,-0.010,0.130,0.180
'0:07.442',-0.050,0.000,0.140,0.180
'0:07.444',-0.040,-0.010,0.140,0.170
'0:07.446',-0.030,-0.010,0.150,0.170
'0:07.448',-0.020,-0.020,0.150,0.170
'0:07.450',-0.020,-0.020,0.150,0.180
'0:07.452',-0.020,-0.030,0.150,0.190
'0:07.454',-0.010,-0.030,0.150,0.200
'0:07.456',-0.010,-0.030,0.140,0.230
'0:07.458',-0.010,-0.040,0.130,0.230
'0:07.460',-0.020,-0.040,0.130,0.200
'0:07.462',-0.020,-0.050,0.120,0.190
'0:07.464',-0.010,-0.050,0.110,0.190
'0:07.466',-0.010,-0.050,0.110,0.190
'0:07.468',-0.030,-0.030,0.110,0.200
'0:07.470',-0.040,-0.020,0.110,0.210
'0:07.472',-0.040,-0.030,0.100,0.220
'0:07.474',-0.030,-0.050,0.090,0.210
'0:07.476',-0.020,-0.050,0.070,0.210
'0:07.478',-0.010,-0.060,0.060,0.200
'0:07.480',-0.020,-0.070,0.070,0.210
'0:07.482',-0.030,-0.030,0.090,0.220
'0:07.484',-0.050,0.000,0.110,0.250
'0:07.486',-0.040,0.010,0.120,0.250
'0:07.488',-0.020,0.000,0.100,0.250
'0:07.490',-0.010,-0.010,0.080,0.240
'0:07.492',-0.010,-0.030,0.080,0.220
'0:07.494',-0.010,-0.040,0.070,0.210
'0:07.496',-0.020,-0.040,0.080,0.200
'0:07.498',-0.030,-0.010,0.090,0.210
'0:07.500',-0.030,0.000,0.100,0.200
'0:07.502',-0.020,0.000,0.100,0.190
'0:07.504',-0.020,0.000,0.090,0.180
'0:07.506',-0.020,-0.040,0.070,0.160
'0:07.508',-0.020,-0.060,0.070,0.160
'0:07.510',-0.030,-0.060,0.070,0.160
'0:07.512',-0.040,-0.030,0.080,0.180
'0:07.514',-0.020,-0.030,0.070,0.190
'0:07.516',-0.010,-0.030,0.060,0.180
'0:07.518',-0.010,-0.030,0.070,0.180
'0:07.520',-0.030,-0.040,0.070,0.180
'0:07.522',-0.030,-0.060,0.070,0.180
'0:07.524',-0.050,-0.080,0.070,0.180
'0:07.526',-0.070,-0.080,0.090,0.180
'0:07.528',-0.060,-0.080,0.080,0.170
'0:07.530',-0.030,-0.100,0.070,0.170
'0:07.532',-0.020,-0.110,0.060,0.150
'0:07.534',-0.030,-0.100,0.040,0.150
'0:07.536',-0.040,-0.100,0.030,0.150
'0:07.538',-0.050,-0.090,0.030,0.150
'0:07.540',-0.060,-0.100,0.040,0.160
'0:07.542',-0.070,-0.120,0.040,0.160
'0:07.544',-0.070,-0.130,0.040,0.160
'0:07.546',-0.060,-0.140,0.040,0.160
'0:07.548',-0.040,-0.130,0.050,0.170
'0:07.550',-0.050,-0.120,0.070,0.160
'0:07.552',-0.070,-0.110,0.080,0.180
'0:07.554',-0.070,-0.080,0.100,0.210
'0:07.556',-0.070,-0.080,0.110,0.230
'0:07.558',-0.070,-0.100,0.110,0.210
'0:07.560',-0.080,-0.120,0.090,0.190
'0:07.562',-0.080,-0.130,0.090,0.190
'0:07.564',-0.070,-0.120,0.100,0.180
'0:07.566',-0.070,-0.100,0.110,0.190
'0:07.568',-0.080,-0.070,0.130,0.220
'0:07.570',-0.080,-0.050,0.140,0.220
'0:07.572',-0.050,-0.050,0.130,0.190
'0:07.574',-0.040,-0.070,0.110,0.160
'0:07.576',-0.030,-0.090,0.090,0.150
'0:07.578',-0.020,-0.100,0.080,0.140
'0:07.580',-0.020,-0.100,0.060,0.140
'0:07.582',-0.020,-0.070,0.060,0.150
'0:07.584',-0.020,-0.050,0.070,0.130
'0:07.586',-0.010,-0.050,0.060,0.120
'0:07.588',0.000,-0.060,0.050,0.100
'0:07.590',0.010,-0.070,0.040,0.080
'0:07.592',0.020,-0.080,0.030,0.070
'0:07.594',0.020,-0.080,0.030,0.060
'0:07.596',0.000,-0.040,0.040,0.080
'0:07.598',0.000,-0.020,0.050,0.070
'0:07.600',0.010,-0.010,0.050,0.040
'0:07.602',0.020,-0.010,0.050,0.020
'0:07.604',0.050,-0.020,0.060,0.020
'0:07.606',0.060,-0.030,0.070,0.020
'0:07.608',0.040,-0.030,0.050,0.010
'0:07.610',0.020,-0.010,0.050,0.010
'0:07.612',0.040,-0.010,0.050,0.000
'0:07.614',0.070,-0.010,0.050,0.000
'0:07.616',0.080,-0.010,0.040,0.000
'0:07.618',0.080,0.000,0.020,-0.010
'0:07.620',0.080,-0.010,0.020,0.000
'0:07.622',0.080,-0.020,0.010,0.000
'0:07.624',0.070,-0.010,0.010,0.000
'0:07.626',0.060,-0.010,0.010,0.000
'0:07.628',0.060,-0.020,0.010,-0.010
'0:07.630',0.060,-0.040,0.000,-0.020
'0:07.632',0.070,-0.050,-0.010,-0.030
'0:07.634',0.070,-0.050,-0.020,-0.050
'0:07.636',0.080,-0.050,-0.050,-0.060
'0:07.638',0.080,-0.040,-0.090,-0.080
'0:07.640',0.090,-0.070,-0.140,-0.130
'0:07.642',0.100,-0.110,-0.200,-0.200
'0:07.644',0.120,-0.120,-0.200,-0.230
'0:07.646',0.130,-0.100,-0.150,-0.200
'0:07.648',0.140,-0.020,0.000,-0.090
'0:07.650',0.130,0.110,0.250,0.090
'0:07.652',0.100,0.310,0.600,0.340
'0:07.654',0.140,0.570,1.030,0.600
'0:07.656',0.240,0.880,1.500,0.850
'0:07.658',0.330,1.220,2.000,1.110
'0:07.660',0.440,1.590,2.520,1.390
'0:07.662',0.540,1.970,3.060,1.690
'0:07.664',0.640,2.380,3.600,2.000
'0:07.666',0.710,2.790,4.110,2.310
'0:07.668',0.770,3.150,4.550,2.570
'0:07.670',0.810,3.430,4.860,2.750
'0:07.672',0.830,3.580,5.010,2.820
'0:07.674',0.810,3.580,5.020,2.830
'0:07.676',0.730,3.450,4.850,2.750
'0:07.678',0.600,3.160,4.470,2.590
'0:07.680',0.400,2.700,3.890,2.360
'0:07.682',0.170,2.130,3.200,2.050
'0:07.684',0.000,1.580,2.510,1.700
'0:07.686',-0.100,1.120,1.920,1.360
'0:07.688',-0.150,0.750,1.400,1.050
'0:07.690',-0.180,0.450,0.950,0.760
'0:07.692',-0.200,0.200,0.580,0.510
'0:07.694',-0.220,0.020,0.260,0.310
'0:07.696',-0.200,-0.120,0.010,0.130
'0:07.698',-0.170,-0.250,-0.190,-0.030
'0:07.700',-0.140,-0.360,-0.370,-0.170
'0:07.702',-0.130,-0.450,-0.520,-0.290
'0:07.704',-0.120,-0.530,-0.630,-0.380
'0:07.706',-0.110,-0.590,-0.710,-0.450
'0:07.708',-0.110,-0.620,-0.780,-0.500
'0:07.710',-0.100,-0.640,-0.840,-0.540
'0:07.712',-0.070,-0.670,-0.890,-0.590
'0:07.714',-0.040,-0.700,-0.930,-0.620
'0:07.716',-0.030,-0.720,-0.950,-0.650
'0:07.718',-0.030,-0.720,-0.950,-0.670
'0:07.720',-0.030,-0.710,-0.950,-0.690
'0:07.722',-0.030,-0.680,-0.940,-0.680
'0:07.724',-0.030,-0.680,-0.950,-0.670
'0:07.726',-0.010,-0.680,-0.960,-0.700
'0:07.728',0.000,-0.680,-0.960,-0.730
'0:07.730',0.010,-0.680,-0.960,-0.730
'0:07.732',0.030,-0.670,-0.940,-0.730
'0:07.734',0.020,-0.630,-0.930,-0.720
'0:07.736',0.020,-0.590,-0.920,-0.700
'0:07.738',0.010,-0.560,-0.930,-0.690
'0:07.740',0.000,-0.540,-0.940,-0.690
'0:07.742',0.010,-0.540,-0.920,-0.700
'0:07.744',0.010,-0.530,-0.910,-0.700
'0:07.746',0.030,-0.500,-0.900,-0.710
'0:07.748',0.050,-0.480,-0.890,-0.700
'0:07.750',0.060,-0.430,-0.860,-0.680
'0:07.752',0.060,-0.390,-0.840,-0.650
'0:07.754',0.060,-0.370,-0.830,-0.650
'0:07.756',0.060,-0.380,-0.810,-0.660
'0:07.758',0.060,-0.390,-0.810,-0.680
'0:07.760',0.070,-0.390,-0.820,-0.700
'0:07.762',0.080,-0.390,-0.820,-0.710
'0:07.764',0.070,-0.360,-0.790,-0.680
'0:07.766',0.050,-0.330,-0.760,-0.640
'0:07.768',0.050,-0.320,-0.750,-0.640
'0:07.770',0.050,-0.310,-0.740,-0.640
'0:07.772',0.050,-0.320,-0.720,-0.630
'0:07.774',0.050,-0.340,-0.710,-0.640
'0:07.776',0.050,-0.340,-0.710,-0.660
'0:07.778',0.050,-0.340,-0.700,-0.650
'0:07.780',0.050,-0.320,-0.680,-0.640
