32402.195	45.7317
32403.664	40.8441
32405.094	41.958
32406.352	47.6948
32407.734	43.3839
32409.156	42.1941
32410.516	44.1501
32411.961	41.5225
32413.305	44.6429
32414.656	44.3787
32416.211	38.5852
32417.555	44.6429
32419.008	41.2939
32420.508	40
32421.883	43.6364
32423.211	45.1807
32424.711	40
32426.133	42.1941
32427.57	41.7246
32429.047	40.6229
32430.406	44.1501
32431.875	40.8441
32433.281	42.6743
32434.562	46.8384
32436.055	40.2145
32437.469	42.4328
32438.781	45.7317
32440.227	41.5225
32441.57	44.6429
32442.875	45.977
32444.359	40.4313
32445.766	42.6743
32447.109	44.6429
32448.578	40.8441
32449.953	43.6364
32451.297	44.6429
32452.734	41.7246
32454.086	44.3787
32455.508	42.1941
32457.039	39.1901
32458.297	47.6948
32459.672	43.6364
32461.023	44.3787
32462.336	45.7317
32463.719	43.3839
32464.969	48
32466.336	43.8917
32467.656	45.4545
32468.836	50.8475
32470.32	40.4313
32471.789	40.8441
32473.141	44.3787
32474.648	39.7878
32476.062	42.4328
32477.367	45.977
32478.867	40
32480.266	42.9185
32481.609	44.6429
32483.164	38.5852
32484.539	43.6364
32485.969	41.958
32487.484	39.5778
32488.875	43.1344
32490.469	37.6412
32491.961	40.2145
32493.461	40
32494.953	40.2145
32496.297	44.6429
32497.719	42.1941
32499.195	40.6229
32500.508	45.7317
32501.906	42.9185
32503.398	40.2145
32504.727	45.1807
32506.195	40.8441
32507.594	42.9185
32508.898	45.977
32510.266	43.8917
32511.492	48.8998
32513.047	38.5852
32514.594	38.7847
32516.062	40.8441
32517.719	36.2319
32519.156	41.7246
32520.539	43.3839
32522.023	40.4313
32523.312	46.5477
32524.688	43.6364
32526.125	41.7246
32527.398	47.1328
32528.883	40.4313
32530.25	43.8917
32531.602	44.3787
32533.102	40
32534.516	42.4328
32535.773	47.6948
32537.297	39.3959
32538.711	42.4328
32540.133	42.1941
32541.648	39.5778
32543.023	43.6364
32544.484	41.0678
32545.922	41.7246
32547.188	47.3934
32548.578	43.1344
32549.891	45.7317
32551.273	43.3839
32552.773	40
32554.109	44.9102
32555.508	42.9185
32556.812	45.977
32558.094	46.8384
32559.578	40.4313
32560.969	43.1344
32562.398	41.958
